id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,adv_prob
7283,2.0,No,8.0,7.0,No,5.0,6.0,Extrovert,0.05166666666666666
7284,3.0,No,8.0,7.0,No,14.0,3.0,Extrovert,0.0125
7285,4.0,No,4.0,7.0,No,,7.0,Extrovert,0.06
7286,2.0,No,3.0,3.0,No,8.0,6.0,Extrovert,0.20708333333333337
7287,3.0,No,6.0,4.0,No,7.0,10.0,Extrovert,0.15
7288,3.0,No,6.0,6.0,No,5.0,6.0,Extrovert,0.07833333333333332
7289,0.0,No,7.0,6.0,No,14.0,8.0,Extrovert,0.049166666666666664
7290,3.0,No,3.0,5.0,No,15.0,6.0,Extrovert,0.14333333333333334
7291,3.0,No,,6.0,No,8.0,6.0,Extrovert,0.0475
7292,4.0,No,9.0,5.0,No,13.0,9.0,Extrovert,0.205
7293,0.0,No,6.0,7.0,No,14.0,4.0,Extrovert,0.03
7294,10.0,Yes,0.0,2.0,Yes,3.0,0.0,Introvert,0.06
7295,1.0,No,5.0,3.0,No,15.0,7.0,Extrovert,0.057
7296,3.0,No,3.0,5.0,No,,8.0,Extrovert,0.165
7297,1.0,,7.0,7.0,No,15.0,7.0,Extrovert,0.06
7298,3.0,No,9.0,5.0,No,10.0,8.0,Extrovert,0.1275
7299,3.0,No,4.0,7.0,No,6.0,3.0,Extrovert,0.05
7300,10.0,Yes,2.0,0.0,Yes,0.0,0.0,Introvert,0.2
7301,11.0,Yes,1.0,2.0,,5.0,0.0,Introvert,0.01
7302,5.0,Yes,2.0,0.0,Yes,0.0,2.0,Introvert,0.14
7303,10.0,Yes,2.0,1.0,Yes,1.0,,Introvert,0.1
7304,2.0,No,3.0,7.0,No,4.0,7.0,Extrovert,0.01
7305,6.0,Yes,2.0,0.0,Yes,4.0,,Introvert,0.01
7306,10.0,No,3.0,2.0,Yes,,0.0,Introvert,0.09
7307,7.0,Yes,3.0,0.0,Yes,2.0,2.0,Introvert,0.11
7308,0.0,,6.0,4.0,No,12.0,4.0,Extrovert,0.0
7309,5.0,,0.0,2.0,Yes,0.0,1.0,Introvert,0.07
7310,0.0,No,5.0,6.0,No,15.0,6.0,Extrovert,0.11666666666666668
7311,0.0,No,5.0,,No,13.0,9.0,Extrovert,0.5313333333333332
7312,9.0,Yes,1.0,2.0,Yes,5.0,1.0,Introvert,0.11
7313,2.0,No,6.0,5.0,No,15.0,7.0,Extrovert,0.10766666666666666
7314,10.0,Yes,0.0,3.0,Yes,1.0,1.0,Introvert,0.02
7315,4.0,Yes,3.0,0.0,Yes,2.0,3.0,Introvert,0.1
7316,4.0,No,9.0,7.0,No,8.0,6.0,Extrovert,0.16083333333333333
7317,,No,4.0,,No,7.0,8.0,Extrovert,0.054785714285714285
7318,8.0,Yes,3.0,0.0,Yes,,0.0,Introvert,0.08
7319,0.0,No,8.0,5.0,No,14.0,4.0,Extrovert,0.26566666666666666
7320,0.0,No,,4.0,No,12.0,9.0,Extrovert,0.021666666666666664
7321,3.0,No,5.0,6.0,No,5.0,5.0,Extrovert,0.34285714285714297
7322,6.0,Yes,1.0,0.0,Yes,4.0,,Introvert,0.11666666666666665
7323,,No,4.0,5.0,No,8.0,6.0,Extrovert,0.04033333333333333
7324,2.0,No,7.0,5.0,No,9.0,10.0,Extrovert,0.02
7325,11.0,Yes,1.0,1.0,Yes,5.0,2.0,Introvert,0.09
7326,8.0,,0.0,1.0,Yes,1.0,1.0,Introvert,0.11
7327,2.0,No,6.0,6.0,No,4.0,8.0,Extrovert,0.02
7328,3.0,No,7.0,5.0,No,9.0,6.0,Extrovert,0.049166666666666664
7329,3.0,No,5.0,6.0,No,10.0,6.0,Extrovert,0.44416666666666665
7330,1.0,No,7.0,6.0,No,8.0,6.0,Extrovert,0.037
7331,1.0,No,5.0,4.0,No,7.0,4.0,Extrovert,0.47576190476190466
7332,0.0,No,3.0,5.0,No,7.0,,Extrovert,0.08
7333,1.0,No,5.0,5.0,No,13.0,4.0,Extrovert,0.1975
7334,3.0,No,5.0,6.0,No,15.0,8.0,Extrovert,0.10333333333333333
7335,2.0,No,8.0,6.0,No,15.0,6.0,Extrovert,0.0675
7336,1.0,No,9.0,3.0,No,7.0,4.0,Extrovert,0.04
7337,,No,6.0,5.0,No,11.0,6.0,Extrovert,0.5246666666666665
7338,3.0,No,9.0,,No,6.0,9.0,Extrovert,0.18333333333333332
7339,7.0,Yes,0.0,2.0,,2.0,2.0,Introvert,0.15
7340,8.0,Yes,3.0,2.0,No,3.0,3.0,Introvert,0.12
7341,10.0,Yes,,0.0,,5.0,2.0,Introvert,0.1
7342,,Yes,2.0,2.0,Yes,3.0,1.0,Introvert,0.08
7343,3.0,No,8.0,5.0,No,12.0,10.0,Extrovert,0.05
7344,0.0,No,8.0,6.0,No,4.0,5.0,Extrovert,0.07
7345,7.0,Yes,2.0,2.0,,1.0,1.0,Introvert,0.02
7346,0.0,No,7.0,6.0,No,15.0,3.0,Extrovert,0.12
7347,6.0,Yes,,2.0,Yes,1.0,0.0,Introvert,0.09
7348,2.0,No,5.0,3.0,No,11.0,3.0,Extrovert,0.09749999999999998
7349,10.0,Yes,1.0,0.0,Yes,5.0,,Introvert,0.11
7350,7.0,Yes,5.0,1.0,Yes,4.0,0.0,Introvert,0.03
7351,4.0,Yes,0.0,1.0,,4.0,0.0,Introvert,0.03
7352,3.0,No,5.0,4.0,No,5.0,3.0,Extrovert,0.019166666666666665
7353,7.0,Yes,3.0,3.0,Yes,0.0,2.0,Introvert,0.02
7354,1.0,No,7.0,7.0,No,15.0,7.0,Extrovert,0.06
7355,10.0,Yes,2.0,1.0,Yes,2.0,7.0,Introvert,0.1
7356,4.0,Yes,3.0,2.0,Yes,3.0,,Introvert,0.07
7357,5.0,Yes,1.0,0.0,Yes,4.0,3.0,Introvert,0.03
7358,1.0,No,6.0,6.0,No,9.0,3.0,Extrovert,0.086
7359,0.0,No,4.0,3.0,No,10.0,7.0,Extrovert,0.0175
7360,6.0,Yes,0.0,3.0,Yes,1.0,3.0,Introvert,0.08
7361,0.0,No,9.0,6.0,No,14.0,8.0,Extrovert,0.06666666666666667
7362,3.0,No,4.0,5.0,No,12.0,6.0,Extrovert,0.04166666666666666
7363,6.0,Yes,3.0,2.0,Yes,6.0,2.0,Introvert,0.16
7364,3.0,No,8.0,6.0,No,13.0,7.0,Extrovert,0.06666666666666667
7365,2.0,No,8.0,5.0,No,10.0,10.0,Extrovert,0.01
7366,9.0,Yes,1.0,3.0,Yes,2.0,1.0,Introvert,0.05
7367,7.0,Yes,3.0,0.0,,2.0,2.0,Introvert,0.24
7368,0.0,No,3.0,5.0,No,11.0,6.0,Extrovert,0.01
7369,3.0,No,4.0,7.0,No,11.0,8.0,Extrovert,0.16316666666666665
7370,3.0,,6.0,4.0,No,9.0,,Extrovert,0.004166666666666667
7371,1.0,No,3.0,3.0,No,5.0,3.0,Extrovert,0.06285714285714286
7372,2.0,No,6.0,7.0,No,13.0,7.0,Extrovert,0.06988095238095239
7373,,No,8.0,5.0,No,11.0,,Extrovert,0.019357142857142854
7374,3.0,No,6.0,6.0,No,,9.0,Extrovert,0.4763571428571429
7375,0.0,No,,6.0,No,5.0,9.0,Extrovert,0.0
7376,1.0,No,8.0,7.0,No,9.0,10.0,Extrovert,0.21
7377,10.0,Yes,2.0,0.0,Yes,3.0,3.0,Introvert,0.09
7378,1.0,,7.0,3.0,No,8.0,6.0,Extrovert,0.5286060606060606
7379,2.0,No,8.0,5.0,No,,8.0,Extrovert,0.492702380952381
7380,1.0,No,5.0,6.0,No,12.0,5.0,Extrovert,0.0
7381,5.0,Yes,2.0,,Yes,5.0,,Introvert,0.09
7382,3.0,No,9.0,7.0,,7.0,9.0,Extrovert,0.42535714285714293
7383,1.0,No,7.0,,No,10.0,6.0,Extrovert,0.34233333333333343
7384,10.0,Yes,4.0,0.0,Yes,2.0,2.0,Introvert,0.08
7385,,Yes,3.0,2.0,Yes,0.0,1.0,Introvert,0.16
7386,,No,9.0,4.0,No,10.0,4.0,Extrovert,0.015
7387,8.0,,1.0,1.0,Yes,4.0,,Introvert,0.01
7388,11.0,Yes,,0.0,Yes,5.0,1.0,Introvert,0.25
7389,3.0,No,5.0,3.0,No,12.0,7.0,Extrovert,0.4263333333333334
7390,,Yes,1.0,0.0,,4.0,1.0,Introvert,0.0
7391,0.0,No,4.0,3.0,No,7.0,6.0,Extrovert,0.0
7392,2.0,No,7.0,,No,6.0,3.0,Extrovert,0.3110952380952381
7393,2.0,No,4.0,3.0,No,14.0,5.0,Extrovert,0.708047619047619
7394,,No,4.0,5.0,No,12.0,8.0,Extrovert,0.41957142857142854
7395,3.0,No,5.0,,No,8.0,9.0,Extrovert,0.32442857142857134
7396,3.0,,6.0,5.0,No,5.0,9.0,Extrovert,0.07
7397,0.0,No,5.0,3.0,No,7.0,5.0,Extrovert,0.0
7398,,No,8.0,5.0,No,14.0,8.0,Extrovert,0.05285714285714285
7399,3.0,No,6.0,3.0,No,14.0,5.0,Extrovert,0.423
7400,7.0,Yes,3.0,3.0,Yes,0.0,0.0,Introvert,0.16
7401,9.0,Yes,,0.0,Yes,,,Introvert,0.13
7402,0.0,,5.0,5.0,No,14.0,9.0,Extrovert,0.3411666666666666
7403,0.0,,7.0,5.0,No,14.0,5.0,Extrovert,0.0
7404,0.0,No,8.0,4.0,No,8.0,4.0,Extrovert,0.44064285714285717
7405,4.0,No,5.0,7.0,No,12.0,3.0,Extrovert,0.1305
7406,3.0,No,6.0,,No,10.0,5.0,Extrovert,0.025
7407,3.0,,6.0,5.0,No,5.0,5.0,Extrovert,0.01
7408,0.0,No,7.0,,No,12.0,9.0,Extrovert,0.5425
7409,0.0,No,10.0,4.0,No,7.0,8.0,Extrovert,0.06
7410,2.0,No,7.0,4.0,,14.0,4.0,Extrovert,0.0
7411,,No,7.0,3.0,No,10.0,7.0,Extrovert,0.40172222222222215
7412,3.0,No,7.0,5.0,No,14.0,5.0,Extrovert,0.304361111111111
7413,6.0,Yes,1.0,2.0,Yes,5.0,3.0,Introvert,0.11
7414,,Yes,2.0,2.0,Yes,3.0,,Introvert,0.07
7415,0.0,,9.0,6.0,No,12.0,3.0,Extrovert,0.4423809523809525
7416,3.0,No,9.0,4.0,No,7.0,4.0,Extrovert,0.1275
7417,0.0,No,8.0,4.0,No,3.0,5.0,Extrovert,0.09
7418,3.0,No,5.0,5.0,,15.0,5.0,Extrovert,0.015
7419,2.0,No,10.0,6.0,No,11.0,7.0,Extrovert,0.06666666666666667
7420,0.0,No,7.0,4.0,,9.0,5.0,Extrovert,0.2975436507936507
7421,0.0,No,6.0,3.0,No,14.0,3.0,Extrovert,0.0475
7422,1.0,No,7.0,5.0,No,13.0,3.0,Extrovert,0.08
7423,6.0,Yes,1.0,2.0,Yes,2.0,2.0,Introvert,0.05
7424,,No,9.0,7.0,No,13.0,3.0,Extrovert,0.0
7425,0.0,No,9.0,6.0,No,8.0,9.0,Extrovert,0.021666666666666664
7426,2.0,No,8.0,3.0,No,14.0,6.0,Extrovert,0.065
7427,2.0,No,4.0,5.0,No,15.0,5.0,Extrovert,0.3516666666666665
7428,11.0,Yes,3.0,2.0,Yes,1.0,1.0,Introvert,0.09
7429,0.0,No,4.0,7.0,No,9.0,6.0,Extrovert,0.10649999999999998
7430,3.0,No,8.0,7.0,No,,6.0,Extrovert,0.03166666666666666
7431,,Yes,0.0,0.0,Yes,4.0,2.0,Introvert,0.11
7432,3.0,No,8.0,5.0,No,13.0,10.0,Extrovert,0.2
7433,1.0,No,,5.0,No,6.0,4.0,Extrovert,0.46483333333333343
7434,1.0,No,9.0,4.0,No,15.0,3.0,Extrovert,0.05
7435,2.0,No,7.0,7.0,No,12.0,3.0,Extrovert,0.14
7436,0.0,No,6.0,7.0,No,6.0,4.0,Extrovert,0.03
7437,1.0,No,9.0,3.0,No,7.0,5.0,Extrovert,0.0425
7438,3.0,No,4.0,,No,14.0,7.0,Extrovert,0.01969047619047619
7439,2.0,No,9.0,5.0,No,10.0,10.0,Extrovert,0.02
7440,1.0,No,8.0,4.0,No,7.0,9.0,Extrovert,0.013333333333333332
7441,0.0,No,6.0,6.0,No,13.0,9.0,Extrovert,0.02
7442,4.0,No,2.0,,No,6.0,7.0,Extrovert,0.2
7443,2.0,No,7.0,3.0,,8.0,9.0,Extrovert,0.028333333333333332
7444,0.0,No,7.0,6.0,,12.0,3.0,Extrovert,0.1425
7445,5.0,Yes,1.0,5.0,Yes,5.0,0.0,Introvert,0.19
7446,1.0,No,9.0,,No,9.0,9.0,Extrovert,0.016666666666666666
7447,1.0,No,3.0,3.0,No,4.0,5.0,Extrovert,0.19
7448,0.0,No,5.0,5.0,No,15.0,10.0,Extrovert,0.08
7449,0.0,No,9.0,,No,14.0,8.0,Extrovert,0.0
7450,3.0,No,5.0,6.0,No,13.0,9.0,Extrovert,0.06333333333333332
7451,5.0,Yes,2.0,0.0,Yes,1.0,,Introvert,0.13
7452,4.0,Yes,3.0,,Yes,4.0,0.0,Introvert,0.01
7453,3.0,No,8.0,4.0,No,14.0,6.0,Extrovert,0.04166666666666667
7454,3.0,No,4.0,5.0,No,6.0,3.0,Extrovert,0.029333333333333336
7455,3.0,No,,6.0,No,12.0,5.0,Extrovert,0.29198809523809516
7456,3.0,,4.0,4.0,No,11.0,6.0,Extrovert,0.0025
7457,2.0,No,5.0,4.0,No,11.0,7.0,Extrovert,0.5044303751803751
7458,2.0,No,9.0,5.0,No,4.0,6.0,Extrovert,0.4071666666666667
7459,5.0,,0.0,0.0,Yes,3.0,1.0,Introvert,0.07
7460,,No,6.0,6.0,No,11.0,6.0,Extrovert,0.45583333333333337
7461,4.0,,0.0,2.0,Yes,1.0,2.0,Introvert,0.06
7462,3.0,No,9.0,7.0,No,6.0,10.0,Extrovert,0.13
7463,0.0,No,6.0,5.0,No,15.0,3.0,Extrovert,0.1905
7464,0.0,No,4.0,5.0,No,4.0,8.0,Extrovert,0.13333333333333333
7465,2.0,No,4.0,3.0,No,10.0,5.0,Extrovert,0.5006190476190476
7466,2.0,No,4.0,4.0,No,5.0,7.0,Extrovert,0.0811904761904762
7467,0.0,No,7.0,3.0,No,13.0,9.0,Extrovert,0.09
7468,5.0,,3.0,0.0,Yes,4.0,,Introvert,0.02
7469,2.0,No,,7.0,No,8.0,9.0,Extrovert,0.2517380952380951
7470,9.0,Yes,2.0,2.0,,2.0,2.0,Introvert,0.07
7471,1.0,No,10.0,3.0,No,10.0,,Extrovert,0.06
7472,6.0,Yes,0.0,5.0,Yes,4.0,1.0,Introvert,0.08
7473,4.0,No,6.0,7.0,No,14.0,9.0,Extrovert,0.12
7474,4.0,No,8.0,7.0,No,,10.0,Extrovert,0.04
7475,10.0,Yes,2.0,1.0,,1.0,0.0,Introvert,0.15
7476,1.0,No,6.0,6.0,No,9.0,5.0,Extrovert,0.49433333333333335
7477,4.0,,2.0,7.0,No,5.0,9.0,Extrovert,0.08
7478,4.0,Yes,3.0,1.0,,2.0,0.0,Introvert,0.0
7479,8.0,Yes,0.0,2.0,Yes,1.0,3.0,Introvert,0.1
7480,1.0,No,3.0,6.0,No,9.0,6.0,Extrovert,0.01
7481,0.0,No,8.0,3.0,No,12.0,5.0,Extrovert,0.0
7482,1.0,No,,6.0,No,12.0,3.0,Extrovert,0.04083333333333334
7483,0.0,No,5.0,7.0,No,14.0,5.0,Extrovert,0.01
7484,,No,8.0,4.0,No,8.0,8.0,Extrovert,0.005
7485,2.0,No,4.0,4.0,No,12.0,,Extrovert,0.003333333333333333
7486,2.0,No,7.0,,No,12.0,4.0,Extrovert,0.3307142857142857
7487,0.0,,8.0,3.0,No,6.0,,Extrovert,0.4373333333333332
7488,2.0,No,8.0,5.0,No,12.0,9.0,Extrovert,0.6649642857142857
7489,3.0,No,7.0,7.0,No,10.0,8.0,Extrovert,0.14333333333333334
7490,1.0,No,9.0,,No,11.0,3.0,Extrovert,0.08666666666666666
7491,1.0,No,9.0,3.0,No,8.0,10.0,Extrovert,0.035
7492,7.0,,0.0,1.0,Yes,1.0,2.0,Introvert,0.07
7493,2.0,No,4.0,5.0,No,3.0,5.0,Extrovert,0.23
7494,2.0,No,7.0,7.0,No,3.0,4.0,Extrovert,0.08
7495,3.0,No,7.0,4.0,No,13.0,9.0,Extrovert,0.027000000000000003
7496,7.0,Yes,2.0,0.0,,4.0,1.0,Introvert,0.19
7497,2.0,No,10.0,5.0,No,12.0,8.0,Extrovert,0.07583333333333334
7498,3.0,No,5.0,,No,5.0,9.0,Extrovert,0.01
7499,0.0,No,4.0,4.0,No,13.0,9.0,Extrovert,0.46649999999999997
7500,2.0,No,6.0,3.0,No,5.0,7.0,Extrovert,0.1716666666666667
7501,10.0,,2.0,1.0,Yes,0.0,3.0,Introvert,0.07
7502,,No,6.0,6.0,No,14.0,5.0,Extrovert,0.04166666666666666
7503,6.0,Yes,2.0,3.0,Yes,5.0,0.0,Introvert,0.01
7504,0.0,No,,4.0,No,12.0,5.0,Extrovert,0.38511904761904764
7505,10.0,Yes,2.0,1.0,Yes,,0.0,Introvert,0.05
7506,1.0,No,8.0,,No,9.0,7.0,Extrovert,0.09083333333333334
7507,,No,7.0,5.0,No,13.0,6.0,Extrovert,0.015
7508,9.0,Yes,3.0,1.0,Yes,2.0,1.0,Introvert,0.13
7509,3.0,Yes,1.0,0.0,Yes,5.0,0.0,Introvert,0.02
7510,1.0,No,,4.0,No,6.0,3.0,Extrovert,0.2481190476190476
7511,7.0,Yes,1.0,0.0,,1.0,1.0,Introvert,0.16
7512,1.0,No,6.0,3.0,,10.0,7.0,Extrovert,0.656392857142857
7513,7.0,,1.0,2.0,Yes,5.0,2.0,Introvert,0.1
7514,3.0,No,9.0,6.0,No,15.0,4.0,Extrovert,0.05333333333333334
7515,,No,7.0,5.0,No,9.0,6.0,Extrovert,0.040999999999999995
7516,1.0,,9.0,4.0,No,8.0,9.0,Extrovert,0.0
7517,3.0,,5.0,4.0,No,7.0,4.0,Extrovert,0.14461904761904762
7518,1.0,No,7.0,4.0,No,8.0,10.0,Extrovert,0.48816666666666664
7519,2.0,No,7.0,5.0,No,13.0,4.0,Extrovert,0.04
7520,2.0,No,4.0,5.0,No,9.0,8.0,Extrovert,0.05104761904761904
7521,11.0,,3.0,1.0,Yes,3.0,2.0,Introvert,0.09
7522,0.0,,5.0,5.0,No,7.0,5.0,Extrovert,0.028857142857142856
7523,9.0,,3.0,0.0,Yes,0.0,2.0,Introvert,0.1
7524,2.0,No,6.0,7.0,No,12.0,8.0,Extrovert,0.023333333333333334
7525,7.0,Yes,3.0,1.0,Yes,0.0,1.0,Introvert,0.07
7526,3.0,No,10.0,7.0,No,8.0,7.0,Extrovert,0.16
7527,0.0,No,7.0,7.0,No,12.0,9.0,Extrovert,0.17
7528,1.0,No,4.0,6.0,No,7.0,4.0,Extrovert,0.12
7529,2.0,No,5.0,5.0,No,9.0,3.0,Extrovert,0.012
7530,,No,7.0,3.0,No,10.0,4.0,Extrovert,0.026666666666666665
7531,0.0,No,5.0,4.0,No,9.0,7.0,Extrovert,0.29876984126984124
7532,,No,7.0,4.0,No,3.0,7.0,Extrovert,0.07
7533,6.0,Yes,,,Yes,3.0,2.0,Introvert,0.08
7534,3.0,No,8.0,7.0,No,12.0,3.0,Extrovert,0.135
7535,0.0,No,9.0,4.0,No,14.0,4.0,Extrovert,0.15750000000000003
7536,1.0,No,8.0,7.0,No,8.0,5.0,Extrovert,0.423
7537,10.0,Yes,2.0,2.0,,0.0,2.0,Introvert,0.09
7538,6.0,Yes,2.0,0.0,Yes,0.0,0.0,Introvert,0.1
7539,5.0,Yes,,,Yes,4.0,0.0,Introvert,0.1
7540,1.0,No,3.0,7.0,No,10.0,3.0,Extrovert,0.02
7541,5.0,Yes,1.0,0.0,Yes,1.0,2.0,Introvert,0.02
7542,0.0,Yes,8.0,4.0,Yes,5.0,3.0,Extrovert,0.01
7543,3.0,No,,4.0,No,14.0,6.0,Extrovert,0.015
7544,2.0,No,9.0,5.0,No,10.0,4.0,Extrovert,0.01
7545,5.0,Yes,,1.0,Yes,5.0,0.0,Introvert,0.18
7546,0.0,No,9.0,6.0,No,5.0,4.0,Extrovert,0.1375
7547,2.0,No,8.0,7.0,No,9.0,10.0,Extrovert,0.19
7548,0.0,No,6.0,4.0,No,9.0,,Extrovert,0.33356746031746026
7549,3.0,,9.0,6.0,No,,6.0,Extrovert,0.002
7550,2.0,No,9.0,5.0,No,6.0,7.0,Extrovert,0.005333333333333333
7551,2.0,No,5.0,4.0,No,,3.0,Extrovert,0.0
7552,1.0,No,7.0,3.0,No,14.0,3.0,Extrovert,0.02
7553,5.0,Yes,1.0,2.0,Yes,,2.0,Introvert,0.1
7554,,No,0.0,4.0,No,5.0,6.0,Extrovert,0.07
7555,1.0,No,6.0,5.0,No,13.0,5.0,Extrovert,0.026000000000000002
7556,2.0,No,3.0,4.0,No,14.0,6.0,Extrovert,0.1
7557,1.0,No,7.0,3.0,No,6.0,3.0,Extrovert,0.12333333333333332
7558,10.0,,2.0,2.0,Yes,4.0,0.0,Introvert,0.14
7559,2.0,No,,5.0,No,9.0,,Extrovert,0.0016666666666666666
7560,3.0,No,7.0,3.0,No,10.0,8.0,Extrovert,0.05
7561,6.0,Yes,1.0,0.0,Yes,3.0,2.0,Introvert,0.14
7562,11.0,Yes,,0.0,Yes,1.0,0.0,Introvert,0.06666666666666667
7563,10.0,Yes,0.0,3.0,Yes,2.0,4.0,Introvert,0.21
7564,1.0,No,9.0,3.0,No,11.0,4.0,Extrovert,0.1325
7565,4.0,No,7.0,6.0,No,7.0,6.0,Extrovert,0.05
7566,5.0,Yes,1.0,3.0,Yes,4.0,0.0,Introvert,0.03
7567,10.0,Yes,2.0,1.0,Yes,3.0,3.0,Introvert,0.0
7568,1.0,No,5.0,6.0,No,10.0,5.0,Extrovert,0.32400000000000007
7569,3.0,No,6.0,5.0,No,7.0,8.0,Extrovert,0.10133333333333333
7570,4.0,No,9.0,6.0,No,8.0,7.0,Extrovert,0.08
7571,3.0,No,7.0,5.0,No,15.0,3.0,Extrovert,0.02
7572,9.0,Yes,0.0,2.0,Yes,5.0,0.0,Introvert,0.12
7573,3.0,No,8.0,4.0,No,4.0,9.0,Extrovert,0.17
7574,0.0,No,10.0,3.0,No,10.0,9.0,Extrovert,0.08
7575,0.0,No,4.0,3.0,No,13.0,4.0,Extrovert,0.06
7576,2.0,No,6.0,4.0,No,7.0,5.0,Extrovert,0.01
7577,7.0,,2.0,1.0,Yes,4.0,0.0,Introvert,0.08
7578,2.0,No,,4.0,No,7.0,9.0,Extrovert,0.31426190476190474
7579,2.0,No,8.0,5.0,No,8.0,7.0,Extrovert,0.013999999999999999
7580,0.0,No,6.0,5.0,No,14.0,10.0,Extrovert,0.06
7581,1.0,No,8.0,3.0,No,13.0,8.0,Extrovert,0.035
7582,3.0,No,5.0,,No,5.0,3.0,Extrovert,0.019166666666666665
7583,0.0,No,3.0,6.0,No,12.0,5.0,Extrovert,0.13880952380952383
7584,0.0,No,6.0,7.0,No,6.0,7.0,Extrovert,0.04
7585,0.0,No,3.0,6.0,No,7.0,3.0,Extrovert,0.095
7586,8.0,Yes,0.0,0.0,,3.0,2.0,Introvert,0.05
7587,3.0,No,4.0,,,7.0,3.0,Extrovert,0.01
7588,,No,6.0,4.0,No,8.0,,Extrovert,0.0
7589,3.0,No,9.0,5.0,No,8.0,9.0,Extrovert,0.4892658730158729
7590,10.0,Yes,0.0,1.0,Yes,4.0,1.0,Introvert,0.03
7591,2.0,No,8.0,6.0,No,6.0,7.0,Extrovert,0.045
7592,0.0,No,9.0,6.0,No,15.0,,Extrovert,0.0
7593,1.0,No,7.0,3.0,No,5.0,8.0,Extrovert,0.03
7594,3.0,No,,5.0,No,11.0,7.0,Extrovert,0.01
7595,3.0,No,6.0,4.0,No,11.0,3.0,Extrovert,0.05376190476190477
7596,3.0,No,6.0,4.0,No,10.0,4.0,Extrovert,0.032
7597,2.0,No,9.0,3.0,No,6.0,,Extrovert,0.0
7598,3.0,No,7.0,6.0,No,4.0,8.0,Extrovert,0.24
7599,9.0,Yes,,1.0,Yes,4.0,0.0,Introvert,0.12733333333333335
7600,10.0,No,3.0,4.0,No,,1.0,Introvert,0.18
7601,1.0,No,7.0,4.0,No,6.0,9.0,Extrovert,0.01
7602,7.0,Yes,0.0,2.0,Yes,2.0,3.0,Introvert,0.18
7603,5.0,Yes,0.0,2.0,Yes,2.0,,Introvert,0.03
7604,6.0,Yes,2.0,,Yes,2.0,2.0,Introvert,0.03
7605,0.0,No,6.0,,No,14.0,3.0,Extrovert,0.4615238095238095
7606,10.0,No,7.0,5.0,No,6.0,4.0,Extrovert,0.03
7607,0.0,No,7.0,7.0,No,10.0,3.0,Extrovert,0.26
7608,1.0,No,7.0,,No,12.0,4.0,Extrovert,0.03
7609,2.0,No,9.0,4.0,No,8.0,5.0,Extrovert,0.0
7610,3.0,No,9.0,5.0,No,6.0,9.0,Extrovert,0.10755555555555554
7611,0.0,No,7.0,4.0,No,12.0,8.0,Extrovert,0.1375
7612,1.0,No,9.0,3.0,No,5.0,10.0,Extrovert,0.04
7613,1.0,No,4.0,6.0,No,,8.0,Extrovert,0.03666666666666667
7614,0.0,No,10.0,4.0,No,15.0,8.0,Extrovert,0.22
7615,0.0,No,8.0,6.0,No,12.0,5.0,Extrovert,0.03133333333333333
7616,4.0,No,3.0,4.0,No,5.0,1.0,Extrovert,0.1
7617,7.0,Yes,2.0,3.0,Yes,2.0,,Introvert,0.01
7618,,No,4.0,6.0,No,6.0,4.0,Extrovert,0.02
7619,5.0,Yes,1.0,0.0,Yes,0.0,1.0,Introvert,0.12
7620,1.0,No,5.0,7.0,No,6.0,10.0,Extrovert,0.05
7621,5.0,,3.0,1.0,Yes,2.0,0.0,Introvert,0.04
7622,2.0,No,5.0,5.0,No,10.0,10.0,Extrovert,0.48766666666666675
7623,7.0,Yes,4.0,2.0,Yes,5.0,0.0,Introvert,0.09
7624,1.0,No,6.0,,No,8.0,10.0,Extrovert,0.4443333333333333
7625,1.0,No,6.0,3.0,No,5.0,8.0,Extrovert,0.04333333333333334
7626,6.0,Yes,1.0,2.0,Yes,,1.0,Introvert,0.06
7627,,No,8.0,7.0,No,13.0,6.0,Extrovert,0.4883571428571428
7628,3.0,No,10.0,6.0,No,11.0,8.0,Extrovert,0.11199999999999999
7629,7.0,Yes,1.0,0.0,Yes,0.0,0.0,Introvert,0.14
7630,3.0,No,9.0,,No,6.0,3.0,Extrovert,0.018
7631,2.0,No,8.0,5.0,No,7.0,5.0,Extrovert,0.04416666666666667
7632,3.0,No,5.0,4.0,No,10.0,4.0,Extrovert,0.28652380952380946
7633,,No,9.0,5.0,No,10.0,8.0,Extrovert,0.43076190476190485
7634,10.0,Yes,3.0,0.0,,1.0,0.0,Introvert,0.19
7635,4.0,No,7.0,4.0,No,7.0,4.0,Extrovert,0.06583333333333333
7636,0.0,No,9.0,7.0,No,13.0,10.0,Extrovert,0.09
7637,2.0,No,5.0,5.0,No,,5.0,Extrovert,0.0
7638,1.0,No,6.0,7.0,No,7.0,6.0,Extrovert,0.09833333333333333
7639,3.0,No,9.0,4.0,No,12.0,8.0,Extrovert,0.049
7640,1.0,No,8.0,4.0,No,14.0,6.0,Extrovert,0.04
7641,0.0,No,6.0,7.0,No,5.0,6.0,Extrovert,0.14666666666666667
7642,9.0,Yes,1.0,0.0,,3.0,1.0,Introvert,0.08
7643,3.0,No,4.0,7.0,No,7.0,8.0,Extrovert,0.004
7644,8.0,,2.0,1.0,Yes,4.0,0.0,Introvert,0.09
7645,9.0,,0.0,0.0,Yes,,0.0,Introvert,0.1
